Name,Year,Genre,Critic_Score,Global_Sales,Platform,cat_publi,cat_studio
Pac-Man & Galaga Dimensions,2011,Action,5.7,0.19,3DS,3,3
Pac-Man Fever,2002,Misc,5.1,0.28,GC,3,2
Pac-Man World 2,2002,Platform,7.5,0.37,GC,3,3
Pac-Pix,2005,Puzzle,6.8,0.27,DS,3,3
Panzer Dragoon Orta,2003,Shooter,8.8,0.26,XB,3,2
Paper Mario,2001,Role-Playing,9.1,1.38,N64,3,3
Paper Mario: Color Splash,2016,Action-Adventure,7.4,0.87,WiiU,3,3
Paper Mario: The Thousand-Year Door,2004,Role-Playing,9.0,2.25,GC,3,3
Paperboy,1999,Action,8.0,0.24,N64,3,3
Parasite Eve,1998,Role-Playing,7.9,2.1,PS,3,3
Parasite Eve II,2000,Role-Playing,7.4,0.58,PS,3,3
Patapon,2008,Platform,8.7,0.82,PSP,3,2
Patapon 2,2009,Platform,8.2,0.11,PSP,3,2
Patapon 3,2011,Platform,7.4,0.28,PSP,3,2
Patrician IV,2010,Strategy,6.7,0.04,PC,2,1
Payday 2,2015,Shooter,5.0,0.44,NS,3,1
Peggle Nights,2008,Puzzle,7.8,0.02,PC,2,3
PenPen TriIceLon,1999,Racing,5.8,0.06,DC,2,0
Penny-Punching Princess,2018,Misc,6.5,0.03,NS,3,3
Penumbra: Overture,2007,Adventure,6.9,0.0,PC,0,0
Perfect Dark,2000,Shooter,9.7,2.52,N64,2,3
Perfect Dark Zero,2005,Shooter,8.1,0.77,X360,3,3
Persona,1996,Role-Playing,8.1,0.45,PS,3,3
Persona 2: Eternal Punishment,2000,Role-Playing,8.7,0.35,PS,3,3
Persona Q: Shadow of the Labyrinth,2014,Role-Playing,8.3,0.76,3DS,3,3
Personal Trainer: Cooking,2008,Misc,8.4,3.13,DS,3,3
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,6.0,0.69,Multi_Plateforme,3,3
Petz Catz Clan,2008,Simulation,5.0,0.55,DS,3,3
Petz Monkeyz House,2008,Simulation,5.5,0.22,DS,3,3
Petz Sports,2008,Simulation,5.0,0.47,Wii,3,3
Petz: Crazy Monkeyz,2008,Simulation,3.5,0.26,Wii,3,3
Phalanx,2001,Shooter,5.0,0.0,GBA,1,1
Phantasy Star 0,2009,Role-Playing,7.5,0.38,DS,3,3
Phantasy Star Collection,2002,Role-Playing,7.9,0.11,GBA,3,3
Phantasy Star Online,2001,Role-Playing,8.9,0.2,DC,3,3
Phantasy Star Online Episode I & II,2002,Role-Playing,8.2,0.6,GC,3,3
Phantasy Star Online Episode III: C.A.R.D. Revolution,2004,Role-Playing,7.4,0.08,GC,3,3
Phantasy Star Online Ver. 2,2001,Role-Playing,8.3,0.19,DC,3,3
Phantasy Star Portable,2009,Role-Playing,7.1,0.96,PSP,3,2
Phantasy Star Portable 2,2010,Role-Playing,7.4,0.88,PSP,3,2
Phantasy Star Universe,2006,Role-Playing,6.4,0.31,Multi_Plateforme,3,3
Phantom Brave: The Hermuda Triangle,2011,Role-Playing,7.2,0.1,PSP,3,3
Phantom Brave: We Meet Again,2009,Role-Playing,7.6,0.13,Wii,3,3
Phantom Dust,2005,Action,8.2,0.11,XB,3,1
Philosoma,1996,Shooter,5.0,0.05,PS,3,0
Phineas and Ferb: Across the 2nd Dimension,2011,Action,6.8,0.32,PS3,3,3
Phoenix Wright: Ace Attorney,2005,Adventure,8.1,0.93,DS,3,3
Phoenix Wright: Ace Attorney - Dual Destinies,2014,Misc,8.1,0.38,3DS,2,3
Phoenix Wright: Ace Attorney - Justice for All,2007,Adventure,7.6,0.53,DS,3,3
Phoenix Wright: Ace Attorney - Trials and Tribulations,2007,Adventure,7.9,0.62,DS,3,3
Phoenix Wright: Ace Attorney: Spirit of Justice,2016,Adventure,8.1,0.29,3DS,3,3
Picross 3D,2010,Puzzle,8.7,0.5,DS,3,3
Picross 3D Round 2,2016,Puzzle,8.6,0.12,3DS,3,3
Picross DS,2007,Puzzle,8.4,0.5,DS,3,2
Pikmin,2001,Strategy,8.1,1.63,GC,3,3
Pikmin 2,2004,Strategy,9.1,1.2,GC,3,3
Pikmin 3,2013,Strategy,8.7,1.23,WiiU,3,3
Pillars of Eternity,2017,Role-Playing,8.3,0.16,PS4,1,3
PilotWings Resort,2011,Simulation,6.9,0.96,3DS,3,3
Pimp My Ride,2006,Racing,3.8,0.11,X360,3,2
Pinball Hall of Fame: The Gottlieb Collection,2005,Misc,7.2,0.23,PSP,2,1
Pinball Hall of Fame: The Williams Collection,2008,Misc,8.0,0.11,PSP,2,1
Pirates of Black Cove,2011,Adventure,5.5,0.01,PC,1,0
Pirates of the Caribbean: At World's End,2007,Action,6.0,0.42,PSP,3,3
Pirates of the Caribbean: Dead Man's Chest,2006,Adventure,4.3,0.28,PSP,3,2
PixelJunk Monsters Deluxe,2010,Strategy,8.7,0.12,PSP,3,0
Planescape: Torment,1999,Role-Playing,8.8,0.03,PC,2,2
Planet 51,2009,Action,5.7,0.11,X360,3,0
Planet Puzzle League,2007,Puzzle,8.6,0.33,DS,3,3
Plants vs Zombies: Garden Warfare,2014,Shooter,7.6,1.8399999999999999,X360,3,3
Plants vs. Zombies,2009,Strategy,8.1,1.4300000000000002,Multi_Plateforme,2,3
PlayStation Move Ape Escape,2011,Party,4.0,0.04,PS3,3,3
PlayStation Move Heroes,2011,Platform,4.8,0.18,PS3,3,2
Pocket Pool,2007,Action,3.4,0.04,PSP,3,0
Pocket Racers,2006,Racing,3.8,0.01,PSP,3,0
Poi,2017,Platform,5.0,0.07,NS,0,0
Pokken Tournament,2016,Fighting,7.6,1.37,WiiU,3,3
Pokken Tournament DX,2017,Fighting,8.0,1.71,NS,3,3
PokéPark 2: Wonders Beyond,2012,Action-Adventure,6.5,0.76,Wii,3,2
Pokémon Art Academy,2014,Misc,7.8,0.5,3DS,3,3
Pokémon Battle Revolution,2007,Role-Playing,5.2,1.59,Wii,3,3
Pokémon Black / White Version,2011,Role-Playing,8.6,15.18,DS,3,3
Pokémon Black 2 and White 2,2012,Role-Playing,8.0,8.16,DS,3,3
Pokémon Channel,2003,Adventure,5.2,0.38,GC,3,2
Pokémon Colosseum,2004,Role-Playing,7.0,2.54,GC,3,3
Pokémon Dash,2005,Racing,5.3,0.77,DS,3,2
Pokémon Diamond / Pearl Version,2007,Role-Playing,8.6,18.25,DS,3,3
Pokémon Emerald Version,2005,Role-Playing,7.7,6.41,GBA,3,3
Pokémon FireRed / LeafGreen Version,2004,Role-Playing,8.3,10.49,GBA,3,3
Pokémon Heart Gold / Soul Silver Version,2010,Role-Playing,8.6,11.78,DS,3,3
Pokémon Mystery Dungeon: Blue Rescue Team,2006,Role-Playing,6.3,2.03,DS,3,3
Pokémon Mystery Dungeon: Explorers of Sky,2009,Role-Playing,5.7,1.56,DS,3,3
Pokémon Mystery Dungeon: Explorers of Time / Darkness,2008,Role-Playing,6.4,4.94,DS,3,3
Pokémon Mystery Dungeon: Gates to Infinity,2013,Role-Playing,5.9,1.31,3DS,3,2
Pokémon Platinum Version,2009,Role-Playing,8.3,7.72,DS,3,3
Pokémon Ranger,2006,Role-Playing,6.6,2.15,DS,3,3
Pokémon Ranger: Guardian Signs,2010,Role-Playing,6.5,1.3,DS,3,2
Pokémon Ranger: Shadows of Almia,2008,Role-Playing,6.7,2.28,DS,3,3
Pokémon Ruby / Sapphire Version,2003,Role-Playing,8.8,15.85,GBA,3,3
Pokémon Rumble Blast,2011,Action,5.3,1.15,3DS,3,2
Pokémon Rumble U,2013,Action,5.7,0.0,WiiU,3,2
Pokémon Rumble World,2015,Action,7.0,0.11,3DS,3,2
Pokémon Snap,1999,Simulation,7.9,3.63,N64,3,3
Pokémon Stadium,2000,Strategy,7.5,5.45,N64,3,3
Pokémon Stadium 2,2001,Strategy,7.9,2.73,N64,3,3
Pokémon Sun/Moon,2016,Role-Playing,9.0,15.17,3DS,3,3
Pokémon Super Mystery Dungeon,2015,Role-Playing,7.7,1.41,3DS,3,3
Pokémon X/Y,2013,Role-Playing,8.9,16.13,3DS,3,3
Pokémon XD: Gale of Darkness,2005,Role-Playing,6.9,1.25,GC,3,3
Pokémon: Ultra Sun and Ultra Moon,2017,Role-Playing,8.1,7.15,3DS,3,3
Polarium,2005,Puzzle,7.6,0.26,DS,3,1
Poochy & Yoshi's Woolly World,2017,Platform,7.5,0.55,3DS,3,3
Portal,2008,Shooter,9.0,0.01,PC,2,3
Portal 2,2011,Shooter,9.6,4.54,Multi_Plateforme,2,3
Portal Runner,2001,Platform,6.7,0.13,PS2,2,2
Power Gig: Rise of the SixString,2010,Misc,3.0,0.26,PS3,2,1
Power Rangers: Dino Thunder,2004,Action,5.3,0.4,GC,3,2
Power Stone,1999,Fighting,8.6,0.14,DC,3,3
PowerUp Heroes,2011,Fighting,4.0,0.3,X360,3,3
Prey,2006,Shooter,8.2,0.36,PC,3,1
Primal,2003,Action,7.1,0.43,PS2,3,2
Prince of Persia,2008,Adventure,8.2,2.08,PS3,3,3
Prince of Persia Trilogy,2011,Action,8.3,0.51,PS3,3,3
Prince of Persia: Revelations,2005,Adventure,6.3,0.21,PSP,3,2
Prince of Persia: Rival Swords,2007,Action,7.0,0.29,Wii,3,3
Prince of Persia: The Forgotten Sands,2010,Action,7.5,0.86,Wii,3,2
Prince of Persia: The Sands of Time,2003,Adventure,9.0,3.48,Multi_Plateforme,3,3
Prince of Persia: The Two Thrones,2005,Adventure,8.7,0.15,GC,3,3
Prince of Persia: Warrior Within,2004,Adventure,8.2,0.2,GC,3,3
"Prinny 2: Dawn of Operation Panties, Dood!",2011,Platform,6.3,0.11,PSP,3,3
Prinny: Can I Really Be the Hero?,2009,Platform,7.2,0.11,PSP,3,3
Prison Break: The Conspiracy,2010,Adventure,3.3,0.45999999999999996,Multi_Plateforme,3,1
Pro Evolution Soccer 2008,2008,Sports,7.1,6.2,Multi_Plateforme,3,3
Pro Evolution Soccer 2010,2009,Sports,7.0,5.17,Multi_Plateforme,3,3
Pro Evolution Soccer 2011,2010,Sports,6.0,3.08,Multi_Plateforme,3,3
Pro Evolution Soccer 2011 3D,2011,Sports,7.5,0.38,3DS,3,3
Pro Evolution Soccer 2012,2011,Sports,7.0,2.78,Multi_Plateforme,3,3
Pro Evolution Soccer 2014,2013,Sports,8.3,1.4400000000000002,Multi_Plateforme,3,3
Professor Layton and the Azran Legacy,2014,Puzzle,8.0,0.81,3DS,3,3
Professor Layton and the Curious Village,2008,Adventure,8.7,5.2,DS,3,3
Professor Layton and the Diabolical Box,2009,Adventure,8.5,3.95,DS,3,3
Professor Layton and the Last Specter,2011,Adventure,8.4,2.68,DS,3,3
Professor Layton and the Mask of Miracle,2012,Puzzle,8.4,1.84,3DS,3,3
Professor Layton and the Unwound Future,2010,Adventure,8.4,3.28,DS,3,3
Professor Layton vs Ace Attorney,2014,Adventure,8.1,0.82,3DS,3,3
Project Gotham Racing,2001,Racing,8.4,2.12,XB,3,3
Project Sylpheed: Arc of Deception,2007,Shooter,6.7,0.15,X360,3,1
Project X Zone,2013,Role-Playing,6.5,0.4,3DS,2,2
Project X Zone 2,2016,Role-Playing,6.6,0.19,3DS,2,3
Pryzm Chapter One: The Dark Unicorn,2002,Adventure,6.3,0.12,PS2,2,1
Psychonauts,2005,Platform,8.8,0.21,Multi_Plateforme,3,2
Puchi Puchi Virus,2009,Puzzle,7.4,0.09,DS,3,0
Punch-Out!!,2009,Fighting,8.7,0.26,Wii,3,3
Pure,2008,Racing,7.0,3.3600000000000003,PS3,3,3
Pure (JP sales),2009,Racing,7.0,0.0,PS3,3,3
Pure Farming 2018,2018,Simulation,7.0,0.04,PS4,0,0
Pure Futbol,2010,Sports,3.8,0.42,PS3,3,2
Pursuit Force,2006,Racing,7.4,0.17,PSP,3,2
Pursuit Force: Extreme Justice,2008,Racing,7.4,0.17,PSP,3,2
Puyo Pop Fever,2004,Puzzle,7.9,0.01,GC,3,3
Puyo Puyo Tetris,2017,Puzzle,8.3,0.55,NS,3,3
Puzzle & Dragons Z + Super Mario Bros. Edition,2015,Puzzle,7.8,0.56,3DS,3,2
Puzzle Challenge: Crosswords and More!,2006,Puzzle,6.4,0.2,PSP,2,2
Puzzle Chronicles,2010,Puzzle,6.5,0.1,PSP,3,0
Quake 4,2005,Shooter,7.3,0.39,PC,3,1
Quest 64,1998,Role-Playing,5.4,0.47,N64,3,1
R-Type Final,2004,Shooter,8.1,0.19,PS2,3,1
R.U.S.E.,2010,Strategy,8.0,1.03,Multi_Plateforme,3,2
R4: Ridge Racer Type 4,1999,Racing,9.1,2.06,PS,3,3
R: Racing Evolution,2003,Racing,6.1,0.08,GC,3,3
RIFT,2011,Role-Playing,8.3,0.7,PC,2,2
RPG Maker 3,2005,Role-Playing,7.0,0.06,PS2,2,0
RPG Maker: Fes,2017,Role-Playing,7.0,0.07,3DS,3,1
Rabbids Go Home,2009,Adventure,8.0,1.8499999999999999,DS,3,3
Rabbids Land,2012,Party,6.1,0.03,WiiU,3,3
Racquet Sports,2010,Sports,4.2,0.34,PS3,3,3
Radiant Historia,2011,Role-Playing,8.5,0.3,DS,3,3
Radiant Historia: Perfect Chronology,2018,Role-Playing,8.1,0.21,3DS,3,3
Radiata Stories,2005,Role-Playing,7.7,0.65,PS2,3,3
Rage,2011,Shooter,7.9,3.29,Multi_Plateforme,3,3
Ragnarok DS,2010,Role-Playing,7.0,0.22,DS,2,1
Raiden IV,2009,Shooter,7.0,0.12,X360,1,0
Railroad Tycoon 3,2003,Strategy,8.8,0.03,PC,2,0
Railroad Tycoon II,2000,Strategy,6.6,0.11,PS,3,0
Ratatouille,2007,Platform,6.0,4.41,Multi_Plateforme,3,3
Ratchet & Clank Future: A Crack in Time,2009,Platform,8.7,1.89,PS3,3,3
Ratchet & Clank Future: Tools of Destruction,2007,Platform,8.9,2.57,PS3,3,3
Ratchet & Clank: All 4 One,2011,Platform,7.5,1.15,PS3,3,3
Ratchet & Clank: Going Commando,2003,Platform,8.7,2.78,PS2,3,3
Ratchet & Clank: Quest for Booty,2008,Platform,7.6,0.55,PS3,3,3
Ratchet & Clank: Size Matters,2007,Platform,8.5,3.75,PSP,3,3
Ratchet & Clank: Up Your Arsenal,2004,Platform,9.1,2.57,PS2,3,3
Rave Master,2005,Fighting,6.8,0.05,GC,3,3
Raving Rabbids: Travel in Time 3D,2011,Platform,5.8,0.38,3DS,3,3
Rayman,1995,Platform,7.0,3.03,PS,3,3
Rayman 2: Revolution,2001,Platform,8.7,0.3,PS2,3,3
Rayman 2: The Great Escape,1999,Platform,8.7,0.96,Multi_Plateforme,3,3
Rayman 3,2003,Platform,7.9,0.14,GBA,3,3
Rayman 3: Hoodlum Havoc,2003,Platform,7.4,0.45999999999999996,Multi_Plateforme,3,3
Rayman 3D,2011,Platform,6.3,0.64,3DS,3,3
Rayman Advance,2001,Platform,8.4,0.5,GBA,3,3
Rayman Arena,2002,Racing,5.0,0.81,Multi_Plateforme,3,3
Rayman DS,2005,Platform,5.4,0.26,DS,3,3
Rayman Legends,2013,Platform,4.5,1.37,NS,3,3
Rayman Origins,2011,Platform,8.5,2.33,Multi_Plateforme,3,3
Rayman Raving Rabbids,2006,Misc,6.4,1.63,Wii,3,3
Rayman Raving Rabbids 2,2007,Misc,6.6,1.84,Wii,3,3
Rayman Raving Rabbids: TV Party,2008,Misc,7.1,2.03,Wii,3,3
Rayman: Hoodlum's Revenge,2005,Platform,6.2,0.06,GBA,3,3
Ready 2 Rumble Boxing,1999,Sports,7.6,1.67,N64,3,3
Ready 2 Rumble Boxing: Round 2,2000,Fighting,4.8,1.57,Multi_Plateforme,3,3
Ready 2 Rumble Revolution,2009,Sports,3.1,0.16,Wii,3,1
Real Heroes: Firefighter,2009,Action,7.4,0.64,Wii,2,2
Record of Agarest War,2010,Role-Playing,7.0,0.2,X360,2,2
Record of Agarest War Zero,2011,Strategy,6.2,0.23,PS3,2,2
Red Dead Redemption,2010,Action,9.5,13.07,PS3,3,3
Red Dead Redemption 2,2018,Action-Adventure,9.8,13.94,PS4,3,3
Red Dead Redemption: Undead Nightmare,2010,Action,10.0,2.29,PS3,3,3
Red Faction,2001,Shooter,8.1,1.92,PC,3,3
Red Faction II,2003,Shooter,7.2,1.65,Multi_Plateforme,3,2
Red Faction: Armageddon,2011,Shooter,7.0,0.94,Multi_Plateforme,3,3
Red Faction: Guerrilla,2009,Shooter,8.3,1.64,Multi_Plateforme,3,3
Red Orchestra 2: Heroes of Stalingrad,2011,Shooter,7.7,0.13,PC,1,1
Red Steel,2006,Shooter,5.9,0.67,Wii,3,3
Red Steel 2,2010,Shooter,7.8,0.62,Wii,3,3
Rengoku: The Tower of Purgatory,2005,Action,4.7,0.11,PSP,3,1
Reservoir Dogs,2006,Action,5.6,0.0,PC,3,1
Resident Evil,1996,Action,8.6,6.47,GC,3,3
Resident Evil - Code: Veronica,2000,Action,9.2,1.14,DC,3,3
Resident Evil - Code: Veronica X,2001,Action,5.6,2.4,GC,3,3
Resident Evil 2,1998,Action,5.9,6.44,Multi_Plateforme,3,3
Resident Evil 2: Dual Shock Edition,1998,Action,9.0,0.27,PS,3,3
Resident Evil 3: Nemesis,1999,Action,5.7,3.8000000000000003,Multi_Plateforme,3,3
Resident Evil 4,2005,Action,9.6,6.78,Multi_Plateforme,3,3
Resident Evil 5,2009,Action,8.6,8.7,Multi_Plateforme,3,3
Resident Evil 5: Gold Edition,2010,Action,9.1,0.0,PS3,3,3
Resident Evil Archives: Resident Evil,2009,Action,7.6,0.3,Wii,3,3
Resident Evil Archives: Resident Evil Zero,2009,Action,5.8,0.24,Wii,3,3
Resident Evil Director's Cut,1997,Action,8.3,3.77,PS,3,3
Resident Evil Outbreak,2004,Action,7.1,1.45,PS2,3,3
Resident Evil Outbreak File #2,2005,Action,5.8,0.57,PS2,3,2
Resident Evil VII: Biohazard,2017,Action,7.9,4.2700000000000005,Multi_Plateforme,3,3
Resident Evil Zero,2002,Action,8.2,1.29,GC,3,2
Resident Evil: Dead Aim,2003,Shooter,6.7,0.35,PS2,3,3
Resident Evil: Deadly Silence,2006,Action,6.7,0.26,DS,3,3
Resident Evil: Revelations,2013,Action,7.0,2.35,Multi_Plateforme,3,3
Resident Evil: The Darkside Chronicles,2009,Shooter,7.2,1.05,Wii,3,2
Resident Evil: The Mercenaries 3D,2011,Shooter,6.3,0.49,3DS,3,3
Resident Evil: The Umbrella Chronicles,2007,Shooter,7.5,1.52,Wii,3,3
Resistance 2,2008,Shooter,8.5,2.47,PS3,3,3
Resistance 3,2011,Shooter,8.3,1.49,PS3,3,3
Resistance: Fall of Man,2006,Shooter,8.5,4.37,PS3,3,3
Resistance: Retribution,2009,Shooter,8.0,0.9,PSP,3,2
Resonance of Fate,2010,Role-Playing,7.4,1.07,PS3,3,3
Retro Game Challenge,2009,Action,8.1,0.11,DS,2,3
Return to PopoloCrois: A Story of Seasons Fairytale,2016,Simulation,7.0,0.22,3DS,2,2
Revenge of the Titans,2010,Strategy,8.0,0.0,PC,0,0
Rez,2002,Shooter,9.0,0.05,PS2,3,0
Rhapsody: A Musical Adventure,2000,Role-Playing,6.7,0.09,DS,3,3
Rhythm Heaven,2009,Music,8.5,3.12,DS,3,3
Rhythm Heaven Megamix,2016,Music,8.8,0.8,3DS,3,3
Rhythm Thief & the Emperor's Treasure,2012,Misc,7.5,0.28,3DS,3,3
RiME,2017,Adventure,4.5,0.26,NS,1,1
Ridge Racer,1995,Racing,8.8,2.2,PS,3,3
Ridge Racer 2,2020,Racing,7.5,0.1,PSP,2,3
Ridge Racer 3D,2011,Racing,7.4,0.5,3DS,3,3
Ridge Racer 6,2005,Racing,7.9,0.2,X360,3,3
Ridge Racer DS,2004,Racing,6.3,0.15,DS,3,3
Ring of Red,2001,Strategy,8.0,0.11,PS2,3,3
Rise of Nations,2003,Strategy,8.8,0.04,PC,3,0
Rise of Nations: Rise of Legends,2006,Strategy,8.3,0.03,PC,3,0
Rise of Nightmares,2011,Action,5.5,0.47,X360,3,3
Rise of the Argonauts,2008,Action,5.0,0.37,Multi_Plateforme,3,3
Risen,2009,Role-Playing,5.9,0.33,PC,3,2
Risen 2: Dark Waters,2012,Role-Playing,5.5,0.5900000000000001,Multi_Plateforme,3,2
Risen 3: Titan Lords Enhanced Edition,2014,Role-Playing,1.0,0.16,PC,3,2
Riviera: The Promised Land,2005,Role-Playing,8.7,0.1,GBA,3,2
RoadKill,2003,Action,7.7,0.03,GC,3,3
Roadsters,2000,Racing,4.5,0.03,PS,1,0
Roadsters 99,1999,Racing,6.4,0.2,N64,1,3
Robert Ludlum's The Bourne Conspiracy,2008,Action,7.6,0.39,PS3,3,2
Robotech: Battlecry,2002,Shooter,7.2,0.16,GC,2,2
Robots,2005,Action,4.5,0.14,DS,3,3
Rock Band,2007,Misc,9.1,7.28,Multi_Plateforme,3,3
Rock Band 2,2008,Misc,7.9,5.3100000000000005,Multi_Plateforme,3,3
Rock Band 3,2010,Misc,9.2,2.18,Multi_Plateforme,3,3
Rock Band Unplugged,2009,Misc,8.0,0.5,PSP,3,1
Rock Revolution,2008,Misc,3.6,0.29,X360,3,1
Rock of the Dead,2010,Shooter,5.0,0.05,X360,2,2
Rocket League,2016,Sports,9.2,3.92,Multi_Plateforme,3,3
Rocket: Robot on Wheels,1999,Platform,8.3,0.12,N64,3,0
Rocksmith,2011,Misc,8.0,2.26,PS3,3,3
Rocksmith 2014,2013,Music,9.0,3.17,Multi_Plateforme,3,3
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,9.7,4.21,PS2,3,3
Rockstar Games presents Table Tennis,2006,Sports,6.8,2.01,Wii,3,3
Rocky,2002,Fighting,7.0,0.09,GC,3,0
Rodea the Sky Soldier,2015,Action-Adventure,7.0,0.14,WiiU,3,1
Rogue Galaxy,2007,Role-Playing,8.3,0.84,PS2,3,3
Rogue Ops,2003,Action,6.1,0.05,GC,1,0
Rogue Trooper: Quartz Zone Massacre,2009,Shooter,8.0,0.07,Wii,1,3
Rogue Warrior,2009,Shooter,2.5,0.24,PS3,3,3
RollerCoaster Tycoon,1999,Simulation,5.5,0.17,PC,3,1
RollerCoaster Tycoon 2,2002,Strategy,7.3,1.25,PC,3,2
RollerCoaster Tycoon 3,2004,Strategy,8.3,0.26,PC,3,3
Romancing SaGa,2005,Role-Playing,6.0,0.58,PS2,3,3
Rome: Total War,2004,Strategy,9.0,0.11,PC,3,3
Rooms: The Main Building,2010,Adventure,7.0,0.06,Wii,2,3
Ruff Trigger: The Vanocore Conspiracy,2006,Platform,5.9,0.02,PS2,3,0
Rugby 2004,2003,Sports,5.0,0.22,PS2,3,2
Rugby World Cup 2011,2011,Sports,4.5,0.6000000000000001,PS3,3,2
Rule of Rose,2006,Action,5.9,0.02,PS2,3,0
Rumble Roses XX,2006,Fighting,6.5,0.13,X360,3,3
Rune Factory 2: A Fantasy Harvest Moon,2008,Role-Playing,7.9,0.52,DS,3,2
Rune Factory 3: A Fantasy Harvest Moon,2010,Role-Playing,8.0,0.41,DS,3,2
Rune Factory: A Fantasy Harvest Moon,2007,Role-Playing,8.1,0.53,DS,3,2
Rune Factory: Frontier,2009,Role-Playing,7.9,0.37,Wii,2,2
Rune Factory: Tides of Destiny,2011,Simulation,6.5,0.23,PS3,3,2
Runner3,2018,Platform,7.5,0.02,NS,1,0
République,2016,Action-Adventure,6.5,0.02,PS4,0,0
S.T.A.L.K.E.R.: Call of Pripyat,2010,Shooter,8.0,0.06,PC,1,1
S.T.A.L.K.E.R.: Clear Sky,2008,Shooter,7.0,0.03,PC,0,1
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,Shooter,8.0,0.06,PC,3,1
SAW,2009,Action,6.0,0.64,PS3,3,2
SNK Arcade Classics Vol. 1,2008,Misc,6.7,0.15,PSP,1,3
SOCOM 4: U.S. Navy SEALs,2011,Shooter,7.0,0.9,PS3,3,3
SOCOM: Tactical Strike,2007,Shooter,7.1,0.36,PSP,3,1
SOCOM: U.S. Navy SEALs,2002,Shooter,8.0,3.65,PS2,3,3
SOCOM: U.S. Navy SEALs Confrontation,2008,Shooter,6.3,1.26,PS3,3,2
SOCOM: U.S. Navy SEALs Fireteam Bravo,2005,Shooter,7.9,1.12,PSP,3,3
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,2006,Shooter,8.2,1.05,PSP,3,3
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010,Shooter,7.5,0.45,PSP,3,2
SSX 3,2003,Sports,9.5,0.38,GC,2,3
SSX Tricky,2001,Sports,8.4,2.27,GC,2,3
SSX on Tour,2005,Sports,8.2,0.23,PSP,2,3
STORM: Frontline Nation,2011,Strategy,7.0,0.01,PC,1,0
SaGa Frontier,1998,Role-Playing,8.0,1.35,PS,3,3
SaGa Frontier 2,2000,Role-Playing,7.4,0.94,PS,3,3
Sacred 2: Fallen Angel,2009,Role-Playing,7.0,1.15,PS3,2,2
Saints Row,2006,Action,8.0,2.18,X360,3,3
Saints Row 2,2008,Action,7.9,4.79,Multi_Plateforme,3,3
Saints Row: The Third,2011,Action,8.3,5.63,Multi_Plateforme,3,3
Sakura Wars,2000,Adventure,7.6,0.11,DC,3,1
"Sakura Wars: So Long, My Love",2010,Role-Playing,7.4,0.39999999999999997,PS2,3,2
Sam & Max Hit the Road,1993,Adventure,9.0,0.0,PC,3,3
Sam & Max: Season One,2008,Adventure,7.1,0.15,Wii,1,1
Samba De Amigo,2008,Misc,6.7,0.89,Wii,3,3
Samurai Shodown Sen,2010,Fighting,4.8,0.08,X360,2,2
Samurai Warriors 2,2006,Action,5.4,0.69,PS2,2,3
Samurai Warriors 3,2010,Action,5.1,0.44,Wii,3,3
Samurai Warriors Chronicles,2011,Action,5.4,0.39,3DS,3,3
Samurai Warriors: State of War,2006,Action,6.5,0.19,PSP,2,3
Sands of Destruction,2010,Role-Playing,6.5,0.23,DS,3,2
Saw II: Flesh & Blood,2010,Action,4.2,0.33999999999999997,PS3,3,2
Scaler,2004,Platform,7.3,0.04,GC,2,0
Scarface: Money. Power. Respect.,2006,Strategy,6.4,0.16,PSP,3,3
Scene It? Box Office Smash,2008,Misc,7.6,0.65,X360,3,2
Scene It? Bright Lights! Big Screen!,2009,Misc,6.2,0.14,X360,3,1
School Tycoon,2004,Strategy,6.9,0.0,PC,2,3
Scooby-Doo! and the Spooky Swamp,2010,Action,7.6,0.45,Wii,3,3
Scribblenauts,2009,Puzzle,8.2,2.17,DS,3,3
Scribblenauts: Unlimited,2012,Puzzle,7.0,0.38,WiiU,3,3
Sea of Thieves,2018,Action-Adventure,6.9,0.96,XOne,3,3
Seaman,2000,Simulation,8.1,0.52,DC,3,2
Second Sight,2004,Adventure,7.9,0.26,Multi_Plateforme,3,2
Secret Agent Clank,2008,Platform,7.0,0.74,PS2,3,3
Secret Agent Clank(US sales),2008,Platform,7.2,0.55,PSP,3,3
Section 8,2009,Shooter,7.1,0.27,X360,2,1
Seek and Destroy,2002,Racing,5.6,1.06,PS2,2,2
Sega 3D Classics Collection,2016,Misc,7.0,0.05,3DS,3,0
Sega GT,2000,Racing,7.8,0.13,DC,3,3
Sega Genesis Collection,2006,Misc,8.3,1.45,PSP,3,3
Sega Rally Championship 2,1999,Racing,8.5,0.41,DC,3,1
Sega Superstars Tennis,2008,Sports,6.9,5.470000000000001,Multi_Plateforme,3,3
Sengoku Basara: Samurai Heroes,2010,Action,6.0,0.9299999999999999,PS3,3,3
Serious Sam 3: BFE,2011,Shooter,7.0,0.08,PC,0,0
Shadow Hearts,2001,Role-Playing,7.0,0.28,PS2,3,1
Shadow Hearts: Covenant,2004,Role-Playing,8.1,0.24,PS2,3,1
Shadow Hearts: From The New World,2006,Role-Playing,7.6,0.14,PS2,2,1
