Name,Year,Genre,Critic_Score,Global_Sales,Platform,cat_publi,cat_studio
Mario Kart 64,1997,Racing,8.5,9.87,N64,3,3
Mario Kart 7,2011,Racing,8.2,15.49,3DS,3,3
Mario Kart 8,2014,Racing,8.8,7.69,WiiU,3,3
Mario Kart 8 Deluxe,2017,Racing,9.3,13.05,NS,3,3
Mario Kart DS,2005,Racing,9.1,23.26,DS,3,3
Mario Kart Wii,2008,Racing,8.2,35.98,Wii,3,3
Mario Kart: Double Dash!!,2003,Racing,8.5,6.95,GC,3,3
Mario Kart: Super Circuit,2001,Racing,9.3,5.47,GBA,3,3
Mario Party,1999,Misc,7.6,2.7,N64,3,3
Mario Party 10,2015,Misc,6.3,2.0,WiiU,3,3
Mario Party 3,2001,Misc,7.0,1.91,N64,3,3
Mario Party 4,2002,Misc,7.0,2.47,GC,3,3
Mario Party 5,2003,Misc,5.9,2.08,GC,3,3
Mario Party 6,2004,Misc,7.2,1.65,GC,3,3
Mario Party 7,2005,Misc,6.0,1.57,GC,3,3
Mario Party 8,2007,Misc,6.5,8.3,Wii,3,3
Mario Party 9,2012,Party,6.5,3.2,Wii,3,3
Mario Party DS,2007,Misc,7.1,8.93,DS,3,3
Mario Party: Island Tour,2013,Party,5.5,2.4,3DS,3,3
Mario Party: Star Rush,2016,Party,6.2,0.87,3DS,3,3
Mario Party: The Top 100,2017,Party,5.0,0.69,3DS,3,3
Mario Power Tennis,2004,Sports,8.1,1.22,GC,3,3
Mario Sports Mix,2011,Sports,6.0,2.08,Wii,3,3
Mario Sports Superstars,2017,Sports,6.0,0.46,3DS,3,3
Mario Strikers Charged,2007,Sports,7.7,2.59,Wii,3,3
Mario Super Sluggers,2008,Sports,6.7,1.89,Wii,3,2
Mario Superstar Baseball,2005,Sports,7.2,1.46,GC,3,2
Mario Tennis,2000,Sports,8.8,2.32,N64,3,3
Mario Tennis Aces,2018,Sports,7.8,1.87,NS,3,3
Mario Tennis Open,2012,Sports,6.6,1.0,3DS,3,3
Mario Tennis Ultra Smash,2015,Sports,6.1,0.54,WiiU,3,3
Mario vs. Donkey Kong 2: March of the Minis,2006,Puzzle,7.7,1.19,DS,3,3
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,7.8,2.68,DS,3,3
Mario vs. Donkey Kong: Tipping Stars,2015,Puzzle,6.4,0.1,3DS,3,3
Marvel Nemesis: Rise of the Imperfects,2005,Fighting,6.0,0.7,GC,3,2
Marvel Super Hero Squad: The Infinity Gauntlet,2011,Action,4.8,0.1,3DS,3,3
Marvel vs. Capcom 2,2000,Fighting,8.2,0.9,DC,3,3
Marvel vs. Capcom 3: Fate of Two Worlds,2011,Fighting,8.2,2.43,PS3,3,3
Marvel vs. Capcom: Clash of Super Heroes,1999,Fighting,8.5,0.1,DC,3,3
Marvel's Spider-Man,2018,Action-Adventure,9.1,8.76,PS4,3,3
Marvel: Ultimate Alliance,2006,Role-Playing,6.9,4.4799999999999995,Multi_Plateforme,3,3
Marvel: Ultimate Alliance 2,2009,Role-Playing,5.6,1.96,Multi_Plateforme,3,3
Mass Effect,2007,Role-Playing,9.1,3.58,PC,3,3
Mass Effect 2,2010,Role-Playing,9.3,4.95,Multi_Plateforme,3,3
Mass Effect 3,2012,Role-Playing,9.2,0.28,WiiU,3,1
Master of the Monster Lair,2008,Role-Playing,6.9,0.11,DS,3,0
Mat Hoffman's Pro BMX 2,2002,Sports,8.1,0.46,PS2,3,3
Max Payne,2001,Shooter,7.8,4.58,Multi_Plateforme,3,3
Max Payne 2: The Fall of Max Payne,2003,Shooter,6.8,2.0100000000000002,Multi_Plateforme,3,3
Max Payne 3,2012,Shooter,9.0,0.43,PC,3,1
Maximo: Ghosts to Glory,2002,Platform,8.7,0.77,PS2,3,3
Me & My Katamari,2006,Puzzle,7.2,0.23,PSP,3,3
Mech Platoon,2002,Strategy,7.6,0.0,GBA,1,0
Medabots: Infinity,2003,Role-Playing,5.4,0.05,GC,3,0
Medal of Honor,2010,Shooter,7.0,8.129999999999999,Multi_Plateforme,3,3
Medal of Honor European Assault,2005,Shooter,7.9,0.25,GC,3,3
Medal of Honor Heroes,2006,Shooter,6.7,2.66,PSP,3,3
Medal of Honor Heroes 2,2007,Shooter,6.6,1.16,PSP,3,3
Medal of Honor: Allied Assault,2002,Shooter,9.3,0.0,PC,3,0
Medal of Honor: Frontline,2002,Shooter,8.0,7.42,GC,3,3
Medal of Honor: Rising Sun,2003,Shooter,5.9,5.55,GC,3,3
MediEvil: Resurrection,2005,Adventure,6.5,0.82,PSP,3,2
Medieval II: Total War,2006,Strategy,8.8,0.11,PC,3,3
Medieval Moves: Deadmund's Quest,2011,Action,7.0,0.28,PS3,3,1
Medieval: Total War,2002,Strategy,9.0,0.0,PC,3,3
Mega Man 11,2018,Platform,8.0,0.36,NS,3,3
Mega Man Anniversary Collection,2004,Platform,7.5,0.42,GC,3,1
Mega Man Legacy Collection 1+2,2018,Platform,8.5,0.25,NS,3,1
Mega Man Maverick Hunter X,2006,Platform,7.9,0.31,PSP,3,3
Mega Man Powered Up,2006,Platform,8.7,0.14,PSP,3,3
Mega Man Star Force 3: Black Ace / Red Joker,2009,Role-Playing,5.7,0.46,DS,3,3
Mega Man X Collection,2006,Misc,7.5,0.37,GC,3,3
Mega Man X: Command Mission,2004,Role-Playing,7.2,0.12,GC,3,3
Mega Man ZX,2006,Platform,8.1,0.28,DS,3,2
Mega Man ZX Advent,2007,Platform,7.6,0.33,DS,3,2
Mega Man Zero Collection,2010,Platform,7.5,0.31,DS,3,2
Men of War,2009,Strategy,9.0,0.03,PC,2,0
Men of War: Assault Squad,2011,Strategy,8.0,0.06,PC,1,0
Men of War: Vietnam,2011,Strategy,7.2,0.04,PC,1,0
Mercenaries 2: World in Flames,2008,Shooter,6.0,1.9300000000000002,Multi_Plateforme,3,3
Mercury Meltdown Revolution,2007,Action,8.0,0.17,Wii,2,3
Metal Gear Ac!d,2005,Strategy,7.4,0.87,PSP,3,3
Metal Gear Ac!d 2,2006,Strategy,8.3,0.18,PSP,3,3
Metal Gear Online,2008,Action,8.1,0.0,PS3,3,3
Metal Gear Rising: Revengeance,2013,Action,9.0,1.5,PS3,3,3
Metal Gear Solid,1998,Action,8.5,6.03,PC,3,3
Metal Gear Solid 2: Sons of Liberty,2001,Action,9.5,6.05,PS2,3,3
Metal Gear Solid 2: Substance,2003,Action,7.8,1.1400000000000001,Multi_Plateforme,3,3
Metal Gear Solid 3: Snake Eater,2004,Action,9.0,4.23,PS2,3,3
Metal Gear Solid 3: Subsistence,2006,Action,9.4,0.55,PS2,3,3
Metal Gear Solid 4: Guns of the Patriots,2008,Action,9.3,6.0,PS3,3,3
Metal Gear Solid HD Collection,2011,Action,9.1,0.9,PS3,3,3
Metal Gear Solid Integral,1999,Adventure,9.0,0.11,PS,3,3
Metal Gear Solid V: Ground Zeroes,2014,Action-Adventure,8.5,2.21,Multi_Plateforme,3,3
Metal Gear Solid VR Missions,1999,Adventure,6.8,1.18,PS,3,3
Metal Gear Solid: Digital Graphic Novel,2006,Misc,7.6,0.04,PSP,3,3
Metal Gear Solid: Peace Walker,2010,Action,8.6,2.08,PSP,3,3
Metal Gear Solid: Portable Ops,2006,Action,8.7,1.19,PSP,3,3
Metal Gear Solid: Portable Ops Plus,2007,Action,6.9,0.69,PSP,3,3
Metal Gear Solid: Snake Eater 3D,2012,Action,7.9,0.42000000000000004,3DS,3,3
Metal Gear Solid: The Essential Collection,2008,Adventure,9.0,0.46,PS2,3,3
Metal Gear Solid: The Twin Snakes,2004,Action,8.1,0.47,GC,3,3
Metal Saga,2006,Role-Playing,6.1,0.03,PS2,3,0
Metal Slug 7,2008,Shooter,6.9,0.14,DS,2,2
Metal Slug XX,2010,Shooter,6.9,0.04,PSP,3,2
Meteos,2005,Puzzle,8.8,0.23,DS,3,2
Meteos: Disney Magic,2007,Puzzle,7.3,0.04,DS,3,2
Metroid Fusion,2002,Adventure,9.0,1.68,GBA,3,2
Metroid Prime,2002,Shooter,9.6,2.82,GC,3,3
Metroid Prime 2: Echoes,2004,Shooter,9.2,1.33,GC,3,3
Metroid Prime 3: Corruption,2007,Shooter,9.0,1.79,Wii,3,3
Metroid Prime Hunters,2006,Shooter,8.4,0.76,DS,3,3
Metroid Prime Pinball,2005,Misc,7.6,0.26,DS,3,1
Metroid Prime: Federation Force,2016,Action,6.3,0.15,3DS,3,3
Metroid Prime: Trilogy,2009,Shooter,9.0,0.61,Wii,3,3
Metroid: Other M,2010,Action,7.7,1.36,Wii,3,2
Metroid: Samus Returns,2017,Action-Adventure,9.1,0.56,3DS,3,2
Metroid: Zero Mission,2004,Adventure,8.9,0.84,GBA,3,2
MetropolisMania,2002,Strategy,6.8,0.09,PS2,3,0
MetropolisMania 2,2007,Strategy,4.3,0.01,PS2,3,0
Miami Law,2009,Adventure,5.5,0.1,DS,1,0
Michael Jackson: The Experience,2010,Misc,5.6,5.24,Wii,3,3
Microsoft Flight Simulator,1996,Simulation,7.0,5.12,PC,3,3
Midnight Club 3: DUB Edition,2005,Racing,7.2,3.66,PSP,3,3
Midnight Club: LA Remix,2008,Racing,7.7,0.99,PSP,3,2
Midnight Club: Los Angeles,2008,Racing,8.0,4.9,PS3,3,3
Midway Arcade Treasures,2003,Misc,6.8,0.17,GC,3,3
Midway Arcade Treasures 2,2004,Misc,7.2,0.16,GC,3,3
Midway Arcade Treasures 3,2005,Misc,6.1,0.07,GC,3,3
Midway Arcade Treasures: Extended Play,2005,Misc,5.6,0.24,PSP,3,3
Might & Magic Heroes VI,2011,Role-Playing,7.4,0.35,PC,3,1
Might & Magic: Clash of Heroes,2009,Role-Playing,8.6,0.18,DS,3,1
Miitopia,2017,Role-Playing,6.6,1.17,3DS,3,3
MindJack,2011,Shooter,4.5,0.28,PS3,3,2
Minecraft,2014,Misc,5.5,8.17,Multi_Plateforme,3,3
Mini Ninjas,2009,Action,7.4,0.71,PS3,3,3
Mirror's Edge,2008,Platform,7.6,2.29,PS3,3,3
Mischief Makers,1997,Platform,6.5,0.43,N64,3,2
Mission: Impossible,1998,Action,6.6,1.17,N64,2,2
Mission: Impossible - Operation Surma,2004,Action,7.3,0.02,GC,3,1
Mister Mosquito,2002,Shooter,6.6,0.28,PS2,3,1
ModNation Racers,2010,Racing,7.7,1.67,PS3,3,3
Monopoly Party,2002,Misc,7.3,0.13,GC,2,1
Monster 4x4: Masters of Metal,2003,Racing,5.1,0.05,GC,3,0
Monster Boy and the Cursed Kingdom,2018,Action-Adventure,8.0,0.04,NS,0,0
Monster Hunter 3 Ultimate,2013,Role-Playing,8.7,0.71,WiiU,3,3
Monster Hunter 3G,2013,Role-Playing,7.6,2.82,3DS,3,3
Monster Hunter 4 Ultimate,2015,Role-Playing,8.8,3.96,3DS,3,3
Monster Hunter Freedom,2006,Role-Playing,7.0,1.34,PSP,3,3
Monster Hunter Freedom 2,2007,Role-Playing,7.6,2.58,PSP,3,3
Monster Hunter Freedom Unite,2009,Role-Playing,7.7,5.5,PSP,3,3
Monster Hunter Generations,2016,Action,8.8,3.56,3DS,3,3
Monster Hunter Generations Ultimate,2018,Action,7.7,0.72,NS,3,3
Monster Hunter Stories,2017,Role-Playing,8.1,0.7,3DS,3,2
Monster Hunter Tri,2010,Role-Playing,8.1,2.23,Wii,3,3
Monster Hunter: World,2018,Action,9.3,5.6,PS4,3,3
Monster Tale,2011,Platform,7.7,0.06,DS,3,2
Monster Truck Madness 64,1999,Racing,5.5,0.3,N64,3,3
Monsters vs. Aliens,2009,Platform,6.5,0.17,X360,3,3
"Monsters, Inc. Scream Arena",2002,Platform,3.8,0.37,GC,3,3
Moon,2009,Shooter,6.7,0.05,DS,0,1
Moonlighter,2018,Role-Playing,8.3,0.04,NS,1,0
Mortal Kombat,2011,Fighting,8.3,2.7,PS3,3,3
Mortal Kombat (2011),2011,Fighting,8.5,5.02,PS3,3,3
Mortal Kombat vs DC Universe,2008,Fighting,7.6,4.04,PS3,3,3
Mortal Kombat: Armageddon,2006,Fighting,6.8,1.29,PS2,3,3
Mortal Kombat: Deadly Alliance,2002,Action,8.2,2.9000000000000004,GC,3,3
Mortal Kombat: Deception,2004,Fighting,7.4,2.75,Multi_Plateforme,3,3
Mortal Kombat: Shaolin Monks,2005,Action,8.0,0.69,PS2,3,2
Mortal Kombat: Unchained,2006,Fighting,7.0,0.74,PSP,3,3
MotionSports,2010,Sports,4.1,0.69,X360,3,3
MotoGP '06,2006,Racing,8.3,0.14,X360,3,1
MotoGP '07,2007,Racing,7.7,0.25,X360,3,1
MotoGP 08,2008,Racing,6.8,0.35,X360,3,1
MotoGP 09/10,2010,Racing,7.0,0.39,PS3,3,2
MotoGP 10/11,2011,Racing,6.0,0.23,PS3,3,2
MotorStorm,2007,Racing,8.2,3.87,PS3,3,3
MotorStorm: Apocalypse,2011,Racing,7.6,0.49,PS3,3,3
MotorStorm: Arctic Edge,2009,Racing,7.4,1.3800000000000001,PS2,3,2
MotorStorm: Pacific Rift,2008,Racing,8.0,1.36,PS3,3,3
Mount & Blade,2008,Role-Playing,7.2,0.02,PC,1,0
Mount & Blade: With Fire & Sword,2011,Role-Playing,6.6,0.0,PC,1,0
Move Fitness,2013,Sports,5.0,0.21,PS3,3,2
Muppet Pinball Mayhem,2002,Misc,7.9,0.0,GBA,1,3
Muramasa: The Demon Blade,2009,Role-Playing,8.0,0.6,Wii,2,2
Musashi: Samurai Legend,2005,Role-Playing,6.9,0.15,PS2,3,3
Mushroom Men: The Spore Wars,2008,Action,7.3,0.18,Wii,2,1
Musynx,2018,Music,7.5,0.01,NS,1,0
Mx vs. ATV Reflex,2009,Racing,7.4,0.72,X360,3,3
My Fitness Coach,2008,Sports,7.1,2.32,Wii,3,3
My Spanish Coach,2008,Misc,7.0,0.13,PSP,3,1
MySims,2007,Simulation,6.7,5.3100000000000005,DS,3,3
MySims Agents,2009,Adventure,7.5,1.05,Wii,3,3
MySims SkyHeroes,2010,Action,6.4,0.3,Wii,3,3
Myst,1995,Adventure,8.9,2.81,PC,2,3
Mystery Case Files: MillionHeir,2008,Adventure,7.4,1.27,DS,3,2
Mystery Case Files: The Malgrave Incident,2011,Adventure,6.3,0.33,Wii,3,2
Mystery Dungeon: Shiren the Wanderer,2008,Role-Playing,7.1,0.52,DS,3,3
Mystic Heroes,2002,Action,6.8,0.09,GC,2,1
N3: Ninety-Nine Nights,2006,Action,6.3,0.3,X360,3,1
NARC,2005,Shooter,5.5,0.54,PS2,3,3
NASCAR,2006,Racing,7.2,0.1,PSP,3,3
NASCAR 09,2008,Racing,7.1,0.25,X360,3,3
NASCAR 2011: The Game,2011,Racing,6.0,0.8,Multi_Plateforme,3,2
NASCAR Thunder 2003,2002,Racing,8.8,0.31,GC,3,3
NBA,2005,Sports,6.4,0.21,PSP,3,2
NBA 06,2005,Sports,7.2,0.22,PSP,3,3
NBA 07,2006,Sports,6.9,0.2,PSP,3,3
NBA 08,2007,Sports,7.2,0.03,PSP,3,3
NBA 09: The Inside,2008,Sports,8.2,0.17,PSP,3,3
NBA 10 The Inside,2009,Sports,6.5,0.08,PSP,3,2
NBA 2K,1999,Sports,8.9,0.05,DC,3,3
NBA 2K10,2009,Sports,5.1,2.55,Multi_Plateforme,3,3
NBA 2K11,2010,Sports,8.8,2.11,X360,3,3
NBA 2K12,2011,Sports,8.5,4.93,Multi_Plateforme,3,3
NBA 2K13,2012,Sports,7.6,5.91,Multi_Plateforme,3,3
NBA 2K16,2015,Sports,8.3,6.390000000000001,PS4,3,3
NBA 2K17,2016,Sports,8.8,5.5600000000000005,PS4,3,3
NBA 2K18,2017,Sports,7.0,5.99,Multi_Plateforme,3,3
NBA 2K2,2002,Sports,8.8,0.12,GC,3,3
NBA 2K6,2005,Action,8.0,0.23,X360,3,3
NBA 2K7,2006,Sports,8.4,1.79,Multi_Plateforme,3,3
NBA 2K9,2008,Sports,8.3,2.3,Multi_Plateforme,3,3
NBA Ballers: Rebound,2006,Sports,7.3,0.1,PSP,3,3
NBA Courtside 2002,2002,Sports,7.6,0.25,GC,3,2
NBA Jam,2010,Sports,8.0,0.41,Wii,3,3
NBA Live 06,2005,Sports,6.5,0.71,PSP,3,3
NBA Live 07,2006,Sports,6.0,2.34,Multi_Plateforme,3,3
NBA Live 08,2007,Sports,6.8,0.31,PSP,3,3
NBA Live 09,2008,Sports,6.1,0.39,PSP,3,3
NBA Live 10,2009,Sports,5.9,0.78,PS3,3,3
NBA Live 2003,2002,Sports,8.4,0.3,GC,3,3
NBA Live 2004,2003,Sports,8.4,0.27,GC,3,3
NBA Live 2005,2004,Sports,8.5,0.45,GC,3,3
NBA Live 99,1998,Sports,8.3,1.22,PS,3,2
NBA Street Vol. 2,2003,Sports,8.8,0.54,GC,2,3
NBA Street: Showdown,2005,Sports,7.5,0.22,PSP,3,3
NCAA Football 07,2006,Sports,7.6,3.36,Multi_Plateforme,3,3
NCAA Football 09,2008,Sports,6.5,0.23,PSP,3,3
NCAA Football 09 All-Play,2008,Sports,5.3,0.16,Wii,3,3
NCAA Football 10,2009,Sports,8.1,2.54,Multi_Plateforme,3,3
NCAA Football 11,2010,Sports,8.5,2.16,Multi_Plateforme,3,3
NCAA Football 12,2011,Sports,7.7,1.83,PS3,3,3
NCAA Football 13,2012,Sports,7.1,2.04,PS3,3,3
NCAA Football 14,2013,Sports,7.6,2.05,PS3,3,3
NCAA Football 2003,2002,Sports,9.2,0.21,GC,3,3
NCAA Football 2004,2003,Sports,8.1,1.8199999999999998,GC,3,3
NCAA Gamebreaker,1996,Sports,6.3,0.26,PS,3,2
NERF N-Strike Elite,2009,Shooter,7.5,1.0,Wii,3,2
NFL 2K,1999,Sports,9.7,1.2,DC,3,3
NFL 2K1,2000,Sports,9.6,1.09,DC,3,3
NFL 2K3,2002,Sports,9.0,0.22,GC,3,3
NFL Blitz,1998,Sports,9.1,1.5,PS,3,3
NFL Blitz 20-03,2002,Sports,7.8,0.14,GC,3,3
NFL GameDay 98,1997,Sports,8.6,1.68,PS,3,3
NFL Street,2004,Sports,8.3,0.35,GC,2,3
NFL Street 2,2004,Sports,8.2,0.2,GC,2,3
NFL Street 2 Unleashed,2005,Sports,7.4,0.37,PSP,3,3
NFL Street 3,2006,Sports,6.7,0.27,PSP,2,3
NHL 07,2006,Sports,7.6,0.98,Multi_Plateforme,3,3
NHL 09,2008,Sports,9.0,0.5,X360,3,3
NHL 10,2009,Sports,9.1,1.23,PS3,3,3
NHL 11,2010,Sports,8.8,1.3199999999999998,PS3,3,3
NHL 12,2011,Sports,8.6,1.2799999999999998,PS3,3,3
NHL 13,2012,Sports,8.2,1.34,PS3,3,3
NHL 2K10,2009,Sports,6.5,0.6499999999999999,Multi_Plateforme,3,3
NHL 2K11,2010,Sports,6.3,0.27,Wii,3,3
NHL 2K6,2005,Sports,7.3,0.1,X360,3,2
NHL 2K7,2006,Sports,7.7,0.22,Multi_Plateforme,3,1
NHL FaceOff 2001,2000,Sports,4.6,0.43000000000000005,PS,3,2
NHL Slapshot,2010,Sports,7.6,0.42,Wii,3,3
Namco Museum,2002,Misc,5.3,0.63,GC,3,2
Namco Museum Arcade Pac,2018,Misc,7.8,0.11,NS,2,0
Namco Museum Battle Collection,2005,Misc,7.9,1.09,PSP,3,3
Namco Museum: Virtual Arcade,2008,Misc,7.0,0.31,X360,3,3
Nano Assault,2011,Shooter,6.0,0.08,3DS,3,0
Napoleon Dynamite: The Game,2007,Puzzle,4.3,0.04,PSP,2,0
Napoleon: Total War,2010,Strategy,8.5,0.67,PC,3,3
Naruto Powerful Shippuden,2013,Action-Adventure,8.0,0.16,3DS,2,3
Naruto Shippuden: Dragon Blade Chronicles,2010,Action,4.3,0.18,Wii,3,3
Naruto Shippuden: Kizuna Drive,2011,Action,7.0,0.14,PSP,3,3
Naruto Shippuden: Legends: Akatsuki Rising,2009,Fighting,5.8,0.15,PSP,3,3
Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,7.3,1.99,PS3,3,3
Naruto Shippuden: Ultimate Ninja Storm Trilogy,2018,Fighting,7.5,0.03,NS,2,3
Naruto to Boruto: Shinobi Striker,2018,Action,8.5,0.29,PS4,2,1
Naruto: Clash of Ninja 2,2006,Fighting,7.4,1.04,GC,2,3
Naruto: Rise of a Ninja,2007,Action,7.8,0.33,X360,3,3
Naruto: The Broken Bond,2008,Action,7.6,0.59,X360,3,3
Naruto: Ultimate Ninja Heroes,2007,Fighting,7.0,0.26,PSP,3,3
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2008,Fighting,6.2,0.16,PSP,3,3
Naruto: Ultimate Ninja Storm,2008,Fighting,7.8,1.07,PS3,3,3
Naughty Bear,2010,Action,4.4,0.85,PS3,3,3
Need for Speed (2015),2015,Racing,6.7,3.46,PS4,3,3
Need for Speed Carbon,2006,Racing,7.9,6.38,Multi_Plateforme,3,3
Need for Speed Carbon: Own the City,2006,Racing,7.4,2.42,PSP,3,3
Need for Speed Underground,2003,Racing,8.6,7.2,PS2,3,3
Need for Speed Underground 2,2004,Racing,8.3,6.9,PS2,3,3
Need for Speed Underground Rivals,2005,Racing,7.6,1.32,PSP,3,3
Need for Speed: Hot Pursuit,2010,Racing,8.9,5.84,Multi_Plateforme,3,3
Need for Speed: Hot Pursuit 2,2002,Racing,6.7,3.73,Multi_Plateforme,3,3
Need for Speed: Most Wanted,2005,Racing,8.3,6.18,Multi_Plateforme,3,3
Need for Speed: Most Wanted (2012),2013,Racing,8.4,0.28,WiiU,3,3
Need for Speed: Most Wanted 5-1-0,2005,Racing,7.4,2.09,PSP,3,3
Need for Speed: Nitro,2009,Racing,7.0,1.21,DS,3,3
Need for Speed: Payback,2017,Racing,5.8,2.93,Multi_Plateforme,3,3
Need for Speed: ProStreet,2007,Racing,5.6,4.87,Multi_Plateforme,3,3
Need for Speed: Shift,2009,Racing,8.2,4.62,Multi_Plateforme,3,3
Need for Speed: Shift 2 Unleashed,2011,Racing,8.4,1.3,Multi_Plateforme,3,3
Need for Speed: The Run,2011,Racing,5.5,3.38,PS3,3,3
Need for Speed: Undercover,2008,Racing,5.4,4.52,Multi_Plateforme,3,3
Neo Contra,2004,Shooter,6.9,0.21,PS2,3,3
Neon Genesis Evangelion,1999,Action,5.6,0.06,N64,2,1
Neverwinter Nights,2002,Role-Playing,8.7,0.03,PC,3,3
Neverwinter Nights 2,2006,Role-Playing,8.0,0.02,PC,3,3
Neverwinter Nights 2: Mask of the Betrayer,2007,Role-Playing,8.0,0.01,PC,3,3
Neverwinter Nights 2: Storm of Zehir,2008,Role-Playing,7.2,0.01,PC,3,3
New Gundam Breaker,2018,Action,2.8,0.13,PS4,2,3
New International Track & Field,2008,Sports,7.4,0.08,DS,3,3
New Play Control! Mario Power Tennis,2009,Sports,6.6,1.46,Wii,3,3
New Play Control! Pikmin,2009,Strategy,7.7,0.64,Wii,3,3
New Play Control! Pikmin 2,2012,Strategy,8.7,0.61,Wii,3,3
New Super Luigi U,2013,Action,7.8,2.42,WiiU,3,3
New Super Mario Bros.,2006,Platform,9.1,29.85,DS,3,3
New Super Mario Bros. 2,2012,Platform,7.5,11.33,3DS,3,3
New Super Mario Bros. U,2012,Platform,8.4,5.62,WiiU,3,3
New Super Mario Bros. Wii,2009,Platform,8.6,28.51,Wii,3,3
Ni no Kuni II: Revenant Kingdom,2018,Role-Playing,8.5,0.89,PC,2,3
NiGHTS: Journey of Dreams,2007,Platform,7.0,0.41,Wii,3,3
Nickelodeon Kart Racers,2018,Racing,2.0,0.13,NS,1,1
NieR,2010,Role-Playing,6.4,0.9199999999999999,PS3,3,3
Night at the Museum: Battle of the Smithsonian,2009,Action,5.4,0.11,X360,3,2
Nightmare Creatures,1997,Action,7.1,0.26,N64,3,1
Ninja Blade,2009,Action,6.7,0.33,X360,3,3
Ninja Gaiden,2004,Action,9.4,1.23,XB,3,3
Ninja Gaiden 3: Razor's Edge,2012,Action,6.5,0.19,WiiU,3,3
Ninja Gaiden Black,2005,Action,9.5,0.09,XB,3,3
Ninja Gaiden II,2008,Action,8.2,1.01,X360,3,3
Ninja Gaiden Sigma,2007,Action,8.8,1.15,PS3,3,3
Ninja Gaiden Sigma 2,2009,Action,8.5,0.85,PS3,3,3
Ninja Gaiden: Dragon Sword,2008,Action,8.0,0.21,DS,3,3
Nintendo Labo: Toy-Con 01 Variety Kit,2018,Misc,7.7,1.12,NS,3,3
Nintendo Labo: Toy-Con 02 Robot Kit,2018,Action,7.0,0.36,NS,3,3
Nintendo Labo: Toy-Con 03 Vehicle Kit,2018,Racing,7.0,0.41,NS,3,3
Nintendo Land,2012,Party,7.5,4.63,WiiU,3,3
Nintendo Pocket Football Club,2012,Sports,7.0,0.12,3DS,3,0
Nintendogs,2005,Simulation,8.4,24.68,DS,3,3
Nintendogs + cats,2011,Simulation,7.2,4.15,3DS,3,3
No Man's Sky,2016,Action-Adventure,6.8,2.26,PS4,2,2
No More Heroes,2008,Action,8.2,0.56,Wii,3,2
No More Heroes 2: Desperate Struggle,2010,Action,8.5,0.4,Wii,3,2
No More Heroes: Heroes' Paradise,2011,Action,7.4,0.2,PS3,3,2
Nostalgia,2009,Role-Playing,7.2,0.19,DS,2,1
Obscure,2005,Adventure,6.8,0.07,PS2,1,1
Obscure: The Aftermath,2009,Adventure,6.5,0.09,PSP,2,1
Octomania,2008,Puzzle,6.7,0.06,Wii,2,2
Octopath Traveler,2018,Role-Playing,8.1,1.02,NS,3,3
Odama,2006,Misc,6.5,0.11,GC,3,2
Oddworld: Abe's Exoddus,1998,Platform,8.6,0.99,PS,3,2
Oddworld: Abe's Oddysee,1997,Platform,8.3,1.24,PS,3,2
Odin Sphere,2007,Role-Playing,8.0,0.56,PS2,3,2
Ogre Battle 64: Person of Lordly Caliber,2000,Role-Playing,9.1,0.41,N64,3,2
Ogre Battle Saga Episode Five: The March of the Black Queen,1997,Role-Playing,7.6,0.2,PS,3,2
Ogre Battle Series: Tactics Ogre,1998,Role-Playing,7.9,0.08,PS,3,2
Okami,2006,Adventure,9.0,1.23,PS2,3,2
OkamiDen,2011,Adventure,8.3,0.43,DS,3,3
One Piece: Pirate Warriors 3 - Deluxe Edition,2018,Action,8.5,0.06,NS,2,3
Onimusha 2: Samurai's Destiny,2002,Adventure,8.5,2.25,PS2,3,3
Onimusha: Warlords,2001,Action,8.7,2.7,PS2,3,3
Open Season,2006,Platform,6.4,0.5900000000000001,Multi_Plateforme,3,3
Operation Flashpoint: Dragon Rising,2009,Shooter,7.3,1.9100000000000001,Multi_Plateforme,3,3
Operation Flashpoint: Red River,2011,Shooter,7.0,0.67,Multi_Plateforme,3,3
Opoona,2008,Role-Playing,6.4,0.1,Wii,2,3
Otomedius Excellent,2011,Shooter,7.0,0.18,X360,3,3
Over G Fighters,2006,Simulation,5.1,0.22,X360,3,3
Over the Hedge,2006,Platform,6.5,1.27,Multi_Plateforme,3,3
Overcooked Special Edition,2018,Simulation,8.4,0.11,NS,1,1
Overcooked! 2,2018,Simulation,8.4,0.29,NS,1,1
Overlord,2007,Adventure,7.7,0.4,X360,3,1
Overlord: Dark Legend,2009,Adventure,7.0,0.37,Wii,3,3
Overwatch,2016,Shooter,8.7,8.18,Multi_Plateforme,3,3
Owlboy,2018,Platform,9.0,0.05,NS,0,0
P.N.03 - Product Number Three,2003,Shooter,6.3,0.08,GC,3,3
PES 2009: Pro Evolution Soccer,2008,Sports,7.3,3.36,Multi_Plateforme,3,3
PGR3 - Project Gotham Racing 3,2005,Racing,8.8,0.6,X360,3,3
PGR4 - Project Gotham Racing 4,2007,Racing,8.6,2.04,X360,3,3
PGR: Project Gotham Racing 2,2003,Racing,8.9,1.67,XB,3,3
PaRappa The Rapper,1997,Misc,9.2,1.92,PS,3,2
